Id,SalePrice
1461,114293.61742923669
1462,144995.24960231432
1463,170325.10545324662
1464,194861.56230308357
1465,207610.80965792557
1466,186330.76158255237
1467,182867.82969592494
1468,182021.96699456425
1469,195437.75844324444
1470,124121.86580293479
1471,188697.41766332995
1472,105439.45072026236
1473,96016.72941638029
1474,157922.9915403495
1475,114628.20427704307
1476,331800.57178876083
1477,250248.15855820657
1478,291262.28707439225
1479,280733.64813005
1480,449262.3500857156
1481,321301.5535083391
1482,227939.83230109853
1483,170030.82489332708
1484,173621.0047929544
1485,193239.36377532067
1486,201840.72194182532
1487,299396.8405383415
1488,247847.0020434028
1489,176408.32960185502
1490,212753.67576084548
1491,192232.68060297967
1492,105801.68946911278
1493,169310.38049235512
1494,315725.6553016746
1495,310333.35012649925
1496,223417.55816248138
1497,185990.9095220758
1498,171227.4144300587
1499,174102.9974564049
1500,161154.3354618639
1501,189854.16197084138
1502,168890.8379062266
1503,253579.97768499152
1504,257722.52859456805
1505,241776.9605233018
1506,185027.41207351966
1507,245687.49200303902
1508,198062.12066296636
1509,160735.24442528916
1510,146452.51347535523
1511,134430.3515136789
1512,161415.31773239656
1513,141251.06547165875
1514,151932.71414741667
1515,186667.42443959106
1516,155005.44091835164
1517,153353.82791688695
1518,139648.1860576062
1519,204144.59953726325
1520,123225.70849720106
1521,116342.91371877749
1522,177813.80707498977
1523,104810.87428656162
1524,120394.7186147285
1525,113785.02083750861
1526,104772.09307557112
1527,111310.62240867704
1528,148991.09048575524
1529,128716.33776977797
1530,182537.12812365964
1531,127388.57401510225
1532,103785.07538964246
1533,134237.6825012778
1534,127719.02222345598
1535,130825.55524896577
1536,107039.48259556382
1537,76616.39420558223
1538,148161.69253305552
1539,181609.79810482127
1540,100677.00994982752
1541,142211.13785302313
1542,123732.31219579498
1543,150407.7476230302
1544,81233.2902674444
1545,105773.35415041463
1546,131080.8448910734
1547,127407.02811084068
1548,117497.92755273914
1549,105940.39532937414
1550,133783.94563900342
1551,122424.58695717844
1552,137722.8924173946
1553,138089.53096228227
1554,127409.4268795721
1555,173181.3113149105
1556,114670.19088349423
1557,88698.57415132002
1558,100110.08140746407
1559,90619.90971924302
1560,125449.9442704982
1561,113735.25020346533
1562,125981.06609470729
1563,110895.83981810919
1564,138432.24212807542
1565,148434.26087709545
1566,232507.7847168419
1567,84522.48402585188
1568,233806.53349224135
1569,130876.59998934207
1570,138291.65359828147
1571,119125.4571783786
1572,125146.77820367407
1573,174997.22769177318
1574,124453.08421938743
1575,204337.7532460752
1576,229199.86534854
1577,176747.130769188
1578,161346.92695418242
1579,145615.27557132908
1580,203415.19653204002
1581,150347.51218209486
1582,142818.53241807828
1583,310465.16595755983
1584,231316.189709917
1585,148014.57919160434
1586,75315.49073928052
1587,94426.76753992081
1588,117613.95088995817
1589,87341.13365213637
1590,130593.74306772108
1591,93299.0775960663
1592,123843.36800014203
1593,131408.03446767892
1594,124302.02654444113
1595,123321.56171216458
1596,221657.00301285394
1597,176885.45209443578
1598,199803.6889951151
1599,163842.85807670568
1600,168193.42499719767
1601,68639.31265077354
1602,112677.33904586636
1603,83045.01135476919
1604,234559.92386456535
1605,240246.33901364714
1606,178962.92949675114
1607,191716.33216599975
1608,240534.95492521065
1609,184607.70193166236
1610,172184.70789331256
1611,147603.01475628064
1612,163086.516372931
1613,165055.6664501267
1614,110455.6400589081
1615,83174.609186493
1616,84776.48904317306
1617,90318.38048721377
1618,122532.6454962893
1619,137551.95023443774
1620,190320.18554649065
1621,134984.76654034108
1622,146352.44450402368
1623,246037.983752687
1624,196149.64806970005
1625,118278.19278148381
1626,185120.75922370268
1627,187911.1369591556
1628,254623.5914330113
1629,188882.22764790067
1630,316331.0786846948
1631,244610.24967326713
1632,242857.13600420544
1633,180645.921074165
1634,195776.40671270035
1635,198340.31309552147
1636,168372.756542688
1637,175702.87258021568
1638,195611.16518930456
1639,189354.76320830124
1640,235925.1588865102
1641,179587.30808380124
1642,233958.15544721347
1643,220327.2243370299
1644,235221.42743575122
1645,180998.49734800888
1646,168911.1409175946
1647,169993.2897563845
1648,129263.69692842613
1649,129437.22184050137
1650,113272.14859577703
1651,117600.9505139365
1652,108091.54839120185
1653,108091.54839120185
1654,163549.59623706416
1655,148129.78859568873
1656,151566.2982682794
1657,167810.3978506991
1658,160762.24105063392
1659,128088.59225292024
1660,143111.78667088083
1661,435507.4213493527
1662,360332.59047859063
1663,356488.4294513205
1664,482312.33142854663
1665,304702.5368873447
1666,306326.5945967662
1667,342314.9601318253
1668,319903.01713829214
1669,312365.53967479017
1670,319425.4393083567
1671,262266.57725376025
1672,414159.8463332587
1673,316823.70633574773
1674,271613.53897066234
1675,200352.4738656987
1676,198332.4170115991
1677,232782.93693899692
1678,436109.3517993017
1679,348356.90675377136
1680,292882.9891031212
1681,265779.0732975745
1682,304213.3579823984
1683,224451.20143380144
1684,201456.68471930004
1685,185785.18085175048
1686,176802.79075731436
1687,182526.8243844191
1688,202255.4573664449
1689,208079.27875544206
1690,217786.51401643036
1691,205278.56440233657
1692,261938.8759027741
1693,168194.65156329275
1694,195750.62988689792
1695,188526.80454024175
1696,242156.5349638937
1697,189170.2757633049
1698,363011.3191003224
1699,336015.1050356056
1700,259354.03514765506
1701,286253.6548012602
1702,237920.96497317468
1703,252126.03604712573
1704,270634.34369766887
1705,243315.06514119133
1706,382608.9306510887
1707,202757.60089906023
1708,217381.71244491465
1709,283451.79212597024
1710,232981.77945321126
1711,268626.9326200683
1712,248936.0744587619
1713,264638.55645275355
1714,226124.93106137187
1715,214202.1260189086
1716,166175.93073742455
1717,177804.2100939787
1718,131101.66271200438
1719,194763.19569552856
1720,221646.58413011464
1721,161595.90746931708
1722,119382.06155909083
1723,150316.7331117856
1724,196246.28803113385
1725,222591.60148900564
1726,168556.95203954488
1727,157054.13833493795
1728,188576.42423792928
1729,162116.40424781782
1730,155784.01064607807
1731,123009.900842288
1732,118489.70423875649
1733,104011.60080522067
1734,110768.50811117963
1735,122644.76363167282
1736,111533.84359130656
1737,317896.08600269805
1738,246929.9337436312
1739,275556.45060720143
1740,199651.963714355
1741,178952.78362773987
1742,186159.65398510752
1743,207656.09965899185
1744,269540.79139551136
1745,207737.69772867928
1746,221402.23392442885
1747,211863.79493083092
1748,206837.1347417665
1749,162859.03206067957
1750,131478.13941010277
1751,223842.4657699801
1752,112748.19159162907
1753,148491.22298847014
1754,200700.69170178022
1755,166890.35108409976
1756,125171.02485813736
1757,107755.3262523041
1758,137491.97484507744
1759,158065.34382937118
1760,167387.74760283143
1761,151994.99007022422
1762,163198.77836330066
1763,163602.07177415822
1764,121615.1486548626
1765,158995.85608441944
1766,176947.67816180072
1767,199964.89340082565
1768,126117.12104120145
1769,166871.5703607149
1770,155002.32509188182
1771,113670.77500449524
1772,132886.1255493578
1773,119376.10217597304
1774,149503.8158867588
1775,132510.591043196
1776,120123.40114133687
1777,117452.52571136753
1778,133643.71511798378
1779,113803.75698726877
1780,186597.33723349054
1781,117438.99285408667
1782,86031.30983127707
1783,144316.90128538336
1784,98825.74681538166
1785,106991.48775082068
1786,147012.77056124943
1787,155287.96903274237
1788,66590.53527734158
1789,93590.66575508016
1790,93623.15264159405
1791,205775.85137382918
1792,137145.29235958285
1793,148896.59092956802
1794,154573.35822736626
1795,124758.5124217667
1796,122769.30596517416
1797,110944.17252018179
1798,118021.54382310143
1799,112304.602146354
1800,119485.81131867974
1801,130681.84599942161
1802,145404.88028117435
1803,152896.24229152122
1804,126384.94445712266
1805,142125.816370448
1806,120986.5126043678
1807,144083.33414971933
1808,121634.46834427615
1809,118083.6756709672
1810,132467.2078977123
1811,81974.66695444263
1812,92222.41082156009
1813,114496.7672802057
1814,93432.9699424629
1815,63872.73383530083
1816,101160.21826833514
1817,117436.74933046964
1818,148074.33350451654
1819,140959.15153343874
1820,90015.40835024585
1821,113126.48988639787
1822,162945.2096126241
1823,61686.458330091526
1824,120165.81549633935
1825,125608.19837643739
1826,101710.72015360302
1827,107284.67856390281
1828,127877.24986664564
1829,131984.16063982729
1830,146715.9928205172
1831,161308.26199756836
1832,105325.3688928678
1833,147574.1539069945
1834,131365.26946316514
1835,125488.1944053918
1836,112455.26221477322
1837,88680.07805518064
1838,119578.88519637707
1839,99913.15715812256
1840,126170.3927974917
1841,120566.07786117683
1842,102840.09288659341
1843,116290.12705013489
1844,130721.54094104568
1845,134852.38811605037
1846,137193.4803180455
1847,169434.51728344843
1848,64843.10162901315
1849,98130.02123516037
1850,111223.6511948894
1851,131056.7213284441
1852,111891.45496821972
1853,122110.95488604101
1854,165018.44778496778
1855,142830.56962795364
1856,223483.3584621978
1857,147830.13517766984
1858,125854.75520589232
1859,119047.15310754465
1860,137644.9860239388
1861,119047.15310754465
1862,332144.4572960578
1863,329632.42030386446
1864,329632.42030386446
1865,272402.0089921466
1866,290903.88241334923
1867,246056.36254210642
1868,273067.9078552899
1869,210583.1392331564
1870,229663.71851802763
1871,244761.58679871864
1872,190711.67680977413
1873,242579.86968275585
1874,139848.4350787706
1875,196981.38957195182
1876,202992.3270750282
1877,213903.69104955503
1878,194872.61267649004
1879,125244.01162053942
1880,143847.53582368864
1881,236065.86385508117
1882,247397.6953874784
1883,192320.17910301368
1884,198354.06317540834
1885,235042.2137619137
1886,250371.7558227097
1887,221515.83820329496
1888,259179.88076246725
1889,182002.21349446205
1890,113848.9974985402
1891,121232.31994645153
1892,100039.82663135341
1893,111260.62763898983
1894,118952.87064794406
1895,119583.7246277873
1896,116792.26698660986
1897,123767.16683277868
1898,127597.95563421819
1899,168931.0515594549
1900,157501.88807615233
1901,171604.84903828384
1902,141116.61916259085
1903,230969.25324513964
1904,130312.34404177181
1905,196387.95253890078
1906,164854.60325745388
1907,190544.74063771294
1908,123768.0478578647
1909,143783.52915050965
1910,122633.74176795992
1911,208710.38767673328
1912,268604.6951233404
1913,154406.42210103304
1914,72373.67442938012
1915,236364.64810852468
1916,63569.65686389646
1917,244164.50946955915
1918,149520.1157405399
1919,169073.44363127893
1920,157175.9510577533
1921,355093.6695178632
1922,289956.8892853884
1923,229495.66022402723
1924,276470.32756957505
1925,224788.459108062
1926,349281.2291390226
1927,122845.0306656084
1928,163189.49100559045
1929,111979.55743453711
1930,132858.83972000124
1931,147847.84188256698
1932,137195.70325196855
1933,149308.82170207362
1934,184042.1058910608
1935,188085.63666011623
1936,178266.52837998455
1937,187449.04015308828
1938,170783.49478623187
1939,247242.0905382555
1940,208856.8020935293
1941,170779.55721590982
1942,188378.31057065455
1943,234731.78108339652
1944,335436.3718798179
1945,330325.12243363465
1946,174294.83548550386
1947,270761.7220075389
1948,168443.52272528998
1949,212088.10580394705
1950,189975.2458633201
1951,250034.7603942009
1952,213772.6941864546
1953,174056.82325758637
1954,206639.74469055005
1955,136892.2575542638
1956,283242.0156070121
1957,175501.66194068282
1958,291278.9550073457
1959,142825.78710886356
1960,106027.80084123448
1961,124811.29857685204
1962,104822.28744286847
1963,107858.34463043165
1964,108000.29436538456
1965,155999.730246613
1966,138850.5228952802
1967,277697.6224472144
1968,385925.59205661505
1969,356024.48087263247
1970,389174.1970851511
1971,432417.3924813459
1972,367179.73449686164
1973,296083.016108709
1974,323500.0185253794
1975,451890.28180756565
1976,295301.64310547203
1977,352430.1263042975
1978,337432.9039953059
1979,311185.17963053135
1980,214874.12467296375
1981,300382.5556135218
1982,242475.70933334943
1983,228129.591624344
1984,197968.24999304398
1985,228094.9861587971
1986,232427.99914470647
1987,183041.0090158181
1988,192091.47100025573
1989,203561.2523912045
1990,223832.9778005908
1991,226410.1392904939
1992,204064.140917689
1993,196002.96038900223
1994,210754.84944861353
1995,199896.5797305928
1996,265103.26444100006
1997,324299.25641283666
1998,303346.58345598594
1999,289380.87074600335
2000,321977.299673721
2001,294732.54803828005
2002,242925.8060576783
2003,273417.16087448056
2004,267466.81524983514
2005,230660.72803562856
2006,213087.14149454967
2007,259664.40924358476
2008,201792.18749773075
2009,188881.85130347556
2010,193871.31019745002
2011,135051.50228891577
2012,171084.78783858856
2013,171050.44879767217
2014,179957.7208081559
2015,184518.93163848587
2016,186103.27804715492
2017,195856.09982241457
2018,121995.45766612291
2019,126850.54077344987
2020,93386.2083813454
2021,99716.69984478955
2022,211682.20268278115
2023,138293.8270387901
2024,280170.4675607829
2025,376257.5329931484
2026,186694.71557069506
2027,174258.53371104645
2028,170076.22920750722
2029,183532.16103719897
2030,267681.4810635482
2031,239070.42647095132
2032,250101.96301263437
2033,263301.4375144738
2034,195416.61258715406
2035,227270.29134175947
2036,220132.81719841136
2037,220132.81719841136
2038,301354.3736822249
2039,220302.20081484722
2040,293123.1600938427
2041,284633.76598199457
2042,216866.90483005613
2043,176606.46943341498
2044,163245.83571475543
2045,200927.01184745514
2046,145232.5342942359
2047,138087.19660259216
2048,144145.1094815755
2049,148924.07133679857
2050,169214.03488007624
2051,106466.10121255078
2052,126316.42230801088
2053,142310.81762563926
2054,90118.59093825996
2055,149264.87809743185
2056,141403.27299749895
2057,114460.6069237967
2058,201297.63620650698
2059,137655.0538045175
2060,165257.63151324255
2061,175175.47324357153
2062,122494.99658974638
2063,120848.2073185605
2064,127441.28277345878
2065,108920.35127747466
2066,167026.42935658208
2067,139920.9434798372
2068,145686.603492883
2069,76824.94828050092
2070,104105.52471059728
2071,99289.80349998666
2072,147063.38960119814
2073,138846.49405659814
2074,179914.6263808014
2075,141788.23032978634
2076,118630.51744925359
2077,142948.41241780622
2078,121695.76142975639
2079,139462.01088473844
2080,127035.89804825748
2081,125273.73129196705
2082,109507.80450441642
2083,136594.36880418035
2084,108135.32051559079
2085,115211.37636864834
2086,112235.59757217378
2087,125030.78599039807
2088,112904.44997339406
2089,97062.86906184112
2090,138197.2212101187
